465400536221495297	-3.2
465424601124974592	-3
465424262170279936	-3.2
465423823655817216	-3.2
465422841832562688	-2.8
465422464101933056	-3.8
465422358703271936	-3
465422141643845632	-3.4
465420676590231552	-2.8
465420343344394240	-2.8
465418750754578432	-2.8
465417077495693312	-2
465415515951726592	-1.8
465414678978756609	-2.4
465414621227393024	-3.8
465413835541999616	-4.6
465413635352055808	-3.2
465413427922743296	-2.4
465413215086575616	-2.8
465413164730159104	-3.8
465413083301969920	-3.8
465411568998813696	-2
465411529480110080	-2.2
465411499071401984	-3
465411168455389185	-3.4
465410233696026624	-2.8
465409716815151104	-3.4
465409166312738816	-2.4
465408819804504064	-4
465408631328882689	-3.4
465408427624521728	-3.4
465408299392061441	-3.4
465408152755011584	-0.8
465407886051381248	-1.4
465405988657721344	-3
465405937071976449	-3.8
465404713551560704	-3.6
465404012410703872	-3.6
465403663851474944	-3.2
465403301853294594	-2.4
465402221895880704	-3
465400248018276352	-3.6
465398340231114753	-4.4
465396156760338432	-3
465395528792961026	-3
465393539200086016	-2.6
465393369607581696	-2.2
465391791022563328	-2.2
465391649204346880	-3.2
465390711655788546	-3.2
465389311160901633	-3.8
465389233071337473	-3.6
465388802454745088	-3.4
465387118437494784	-3.6
465386387609362432	-4.2
465386117496573952	-3.4
465385443186737152	-2.8
465385185417363456	-4.2
465385106606002176	-2.4
465382138628427776	-0.6
465381891886297088	-0.2
465381534271561729	-2.4
465379100551417856	-3.6
465376549546389504	-3.2
465376258478465024	-2.6
465376191742873600	-3.8
465375991737487360	-4.4
465373854794539008	-2.6
465373786674831360	-3.6
465373606512713729	-3.6
465370778528411648	-3.2
465366318997200896	-2.6
465366211665330176	-2.6
465364534753243136	-2.8
465364288304349185	-2.8
465362292113412096	-3.4
465362133862350848	-2.4
465361466648821761	-4.4
465360926158225408	-3.4
465360335478611968	-3
465359277171826688	-4
465357481246728195	-3.6
465357102916333568	-4
465357073920700417	-3.8
465351669807456256	-2
465351277162266625	-3
465349107323011072	-3.6
465348424481931264	-4.4
465347408097185792	-3.8
465347031633240064	-3
465345411096379392	-2.4
465344408830095360	-2.4
465343972752125952	-1.6
465343848089419776	-3
465343773451358208	-2.4
465342617006268418	-3.2
465342225665097728	-3.2
465341806297624577	-1.4
465341287215144960	-1.4
465341188229185536	-3.2
465340669025071104	-2.8
465340421661409281	-1.6
465340143453233152	-2.2
465339500315832321	-2.8
465339123717652480	-2.2
465337665341366272	-2.4
465335941884698624	-2.2
465335868811911168	-2
465334053894651904	-3
465334041307127808	-1
465332593433378816	-1.6
465332215644426241	-2.6
465332006029492224	-2
465327749788626944	-2.2
465325782332899328	-3.4
465325122413293568	-3
465324860315828226	-2.8
465423102462013440	3.6
465420377196208128	1.4
465415311962161152	1.8
465405579897610240	2.4
465395750650667008	-1.4
465394422453395456	-0.2
465393890686558208	0
465393399957159936	-1.2
465386829881937920	-3.6
465381644929486848	-4
465377353527721984	-3
465375622840467456	-2.6
465375163861569536	-3.8
465370216281952256	-3.8
465363182798635008	-2.8
465344442543529984	4.2
465340647575420928	-3
465338960949309440	-2.4
465338545138188288	-4.4
465337084568666112	-3.8
465327072596856833	-4
465399525960466432	-0.4
465397944758194176	2.6
465396513183891456	2.4
465390980514852864	0.6
465378241466101760	1.4
465373473024405504	-2.6
465362815914491905	0
465362202887610369	1.8
465355712218931200	-1
465355393367945217	1
465353346665046016	2.4
465353095744987136	-1.6
465351318769778689	0.6
465350618891026432	3
465350508224344065	3
465349115207892992	3.2
465345782673981440	1.2
465343938455293952	1.6
465342871176900608	-1.4
465342587998863360	2
465342456700350465	0.8
465336252619698176	3.4
465334588827770880	1.6
465333291680555008	-3.8
465332020718346240	-3.2
465331182377664512	-0.2
465330038200881152	-0.2
465328752994443264	-0.4
465323804039077889	2.2
465322942621319168	0.2
465322049997918209	-0.2
465318371836579840	2.6
465318228520996864	-1.2
465317751062417408	-2.4
465309754395344896	-1.4
465309220246528000	-2
465304444909785088	-0.2
465304431995920385	1.8
465304309391839232	-1.2
465299203665575936	-1.4
465297640285298688	1.2
465281981652410368	2.6
465277592623255552	2.6
465275360049762304	1.2
465275109507604481	1.2
465274275981578240	-0.4
465273928865579008	0.8
465271485054324738	-0.6
465267737087188992	-1.8
465264632878215168	-0.2
465264344981590016	-0.4
465263137122684929	3
465262385994141696	-0.2
465260233699258368	0.8
465259544613236736	-0.4
465255450767032320	1.4
465255280029466624	2
465248700269219840	1.4
465248272576020480	0
465246590304026624	0.2
465243647223406593	0.8
465243288120070144	-1.2
465241769236779008	0.8
465240478657417216	2.4
465240399439986688	-1.6
465239621946048512	-1
465235251053494272	0.6
465234165068464128	2.8
465233140575789056	-2
465231766673174528	-3.4
465229073149468672	1.6
465223335379361792	-2.4
465220134303703040	-1
465219035949318144	-0.4
465217844553449472	1.8
465216632034721792	0.2
465204964524961792	-2
465204887903825920	1.2
465204404996427777	0.8
465199507219947520	-3.4
465193085161332736	0.8
465192005019402241	2.8
465190425264160768	3
465188502317961216	-1
465181514997985280	1.6
465181096985231360	-2
465179953244676096	1
465179164891312128	0.6
465176868808056832	2.6
465176008568872960	2.4
465174284328239104	0.8
465172563539529728	-1.2
465172562994274305	-1
465159419270295552	1
